name,team,position,value,total_points
Daniel Lafferty,90,2,40.0,0.0
Daniel Sturridge,14,4,98.0,4.0
Danny Ings,14,4,55.0,0.0
Danny Rose,6,2,59.0,2.0
Danny Simpson,13,2,49.0,1.0
Danny Welbeck,3,4,74.0,0.0
Dan Gosling,91,3,47.0,8.0
Darren Fletcher,35,3,44.0,2.0
Darren Randolph,21,1,44.0,0.0
Darron Gibson,56,3,43.0,0.0
Daryl Janmaat,57,2,48.0,5.0
David de Gea,1,1,55.0,2.0
David Jones,90,3,50.0,0.0
David Luiz Moreira Marinho,8,2,60.0,6.0
David Marshall,88,1,45.0,4.0
David Meyler,88,3,45.0,0.0
David Nugent,25,4,47.0,0.0
David Ospina,3,1,48.0,0.0
David Silva,43,3,87.0,2.0
DeAndre Yedlin,6,2,44.0,0.0
Dean Marney,90,3,45.0,1.0
Dejan Lovren,14,2,50.0,0.0
Demarai Gray,13,3,48.0,1.0
Diafra Sakho,21,4,58.0,0.0
Didier Ndong,56,3,48.0,2.0
Diego Da Silva Costa,8,4,104.0,9.0
Dieumerci Mbokani,88,4,55.0,2.0
Dimitrios Konstantopoulos,25,1,43.0,0.0
Dimitri Payet,21,3,93.0,2.0
Dionatan do Nascimento Teixeira,110,2,40.0,0.0
Divock Origi,14,4,65.0,0.0
Dominic Calvert-Lewin,11,4,45.0,0.0
Dominic Solanke,8,4,50.0,0.0
Donald Love,56,2,41.0,1.0
Duncan Watmore,56,3,49.0,2.0
Dusan Kuciak,88,1,40.0,0.0
Dusan Tadic,20,3,72.0,1.0
Eden Hazard,8,3,99.0,19.0
Edimilson Fernandes,21,3,49.0,0.0
Eldin Jakupovic,88,1,40.0,0.0
Eliaquim Mangala,43,2,54.0,0.0
Emerson Hyndman,91,3,45.0,0.0
Emilio Nsue Lopez,25,2,42.0,0.0
Emre Can,14,3,48.0,7.0
Enner Valencia,11,4,53.0,0.0
Eric Bailly,1,2,54.0,0.0
Eric Dier,6,3,51.0,1.0
Erik Lamela,6,3,67.0,0.0
Erik Pieters,110,2,45.0,2.0
Etienne Capoue,57,3,50.0,2.0
Eunan O'Kane,91,3,44.0,0.0
Ezekiel Fryers,31,2,45.0,1.0
Fabian Delph,43,3,47.0,0.0
Fabio Pereira da Silva,25,2,44.0,0.0
Fabio Borini,56,4,52.0,0.0
Federico Fernández,80,2,43.0,0.0
Fernando Francisco Reges,43,3,48.0,0.0
Fernando Llorente,80,4,62.0,1.0
Fernando Luiz Rosa,43,3,54.0,2.0
Florin Gardos,20,2,40.0,0.0
Fraizer Campbell,31,4,44.0,0.0
Francis Coquelin,3,3,43.0,2.0
Franck Tabanou,80,2,44.0,0.0
Fraser Forster,20,1,50.0,1.0
Fredrik Ulvestad,90,3,44.0,0.0
Gabriel Armando de Abreu,3,2,48.0,0.0
Gareth Barry,11,3,46.0,1.0
Gareth McAuley,35,2,48.0,2.0
Gary Cahill,8,2,60.0,6.0
Gastón Ramírez,25,3,53.0,0.0
Gaël Clichy,43,2,53.0,2.0
Geoff Cameron,110,2,44.0,0.0
Georges-Kévin Nkoudou,6,3,69.0,0.0
George Boyd,90,3,52.0,1.0
George Friend,25,2,44.0,7.0
George Honeyman,56,3,45.0,0.0
Georginio Wijnaldum,14,3,76.0,5.0
Gerard Deulofeu,11,3,60.0,0.0
Giannelli Imbula,110,3,47.0,0.0
Glenn Whelan,110,3,44.0,0.0
Glen Johnson,110,2,47.0,0.0
Gnegneri Yaya Touré,43,3,76.0,0.0
Granit Xhaka,3,3,52.0,3.0
Grant Leadbitter,25,3,48.0,0.0
Greg Luer,88,4,44.0,0.0
Greg Olley,88,3,44.0,0.0
Guillermo Varela,1,2,45.0,0.0
Gylfi Sigurdsson,80,3,72.0,5.0
Gökhan Inler,13,3,44.0,0.0
Gökhan Töre,21,3,54.0,0.0
Hal Robson-Kanu,35,4,50.0,1.0
Harrison Reed,20,3,43.0,0.0
Harry Arter,91,3,50.0,1.0
Harry Kane,6,4,107.0,8.0
Harry Maguire,88,2,44.0,2.0
Harry Winks,6,3,45.0,1.0
Henrikh Mkhitaryan,1,3,89.0,0.0
Heung-Min Son,6,3,74.0,2.0
Heurelho da Silva Gomes,57,1,49.0,1.0
Hiram Boateng,31,3,45.0,0.0
Hugo Lloris,6,1,55.0,2.0
Håvard Nordtveit,21,3,48.0,0.0
Héctor Bellerín,3,2,66.0,2.0
Ibrahim Afellay,110,3,54.0,0.0
Idrissa Gueye,11,3,50.0,0.0
Ikechi Anya,57,3,45.0,0.0
Ilkay Gündogan,43,3,57.0,3.0
Isaac Success Ajayi,57,3,58.0,0.0
Islam Slimani,13,4,83.0,7.0
Jack Butland,110,1,47.0,0.0
Jack Cork,80,3,47.0,0.0
Jack Rodwell,56,3,45.0,0.0
Jack Rose,35,1,40.0,0.0
Jack Stephens,20,2,40.0,0.0
Jack Wilshere,91,3,59.0,2.0
Jake Hesketh,20,3,45.0,0.0
Jake Livermore,35,3,48.0,2.0
Jakob Haugaard,110,1,43.0,0.0
James Chester,35,2,45.0,0.0
James Collins,21,2,44.0,3.0
James McArthur,31,3,50.0,1.0
James McCarthy,11,3,48.0,0.0
James McClean,35,3,50.0,0.0
James Milner,14,3,66.0,2.0
James Morrison,35,3,46.0,9.0
James Tarkowski,90,2,40.0,1.0
James Tomkins,31,2,50.0,0.0
James Ward-Prowse,20,3,51.0,1.0
James Weir,88,3,44.0,0.0
James Wilson,1,4,50.0,0.0
Jamie Vardy,13,4,97.0,1.0
Jan Kirchhoff,56,3,44.0,0.0
Jan Vertonghen,6,2,57.0,2.0
Jarrod Bowen,88,4,45.0,0.0
Jason Denayer,56,2,47.0,1.0
Jason Puncheon,31,3,54.0,1.0
Javier Manquillo,56,2,45.0,0.0
Jay Fulton,80,3,44.0,0.0
Jay Rodriguez,20,3,63.0,1.0
Jefferson Montero,80,3,50.0,1.0
Jeffrey Schlupp,31,2,49.0,0.0
Jeff Hendrick,90,3,54.0,2.0
Jeff Reine-Adelaide,3,3,45.0,0.0
Jeremain Lens,56,3,59.0,0.0
Jermain Defoe,56,4,73.0,12.0
Jerome Sinclair,57,4,48.0,0.0
Jesse Lingard,1,3,57.0,1.0
Jesús Navas,43,3,62.0,3.0
Joel Asoro,56,3,45.0,0.0
Joel Campbell,3,3,59.0,0.0
Joel Matip,14,2,54.0,2.0
Joel Robles,11,1,48.0,0.0
Joel Ward,31,2,49.0,1.0
Joe Allen,110,3,53.0,1.0
Joe Hart,43,1,53.0,0.0
Joe Ledley,31,3,45.0,1.0
Johann Berg Gudmundsson,90,3,51.0,13.0
John Obi Mikel,8,3,44.0,0.0
John O'Shea,56,2,44.0,0.0
John Stones,43,2,50.0,2.0
John Terry,8,2,53.0,1.0
Jonas Olsson,35,2,43.0,0.0
Jonathan Benteke,31,4,44.0,0.0
Jonathan Calleri,21,4,68.0,0.0
Jonathan Leko,35,3,43.0,0.0
Jonathan Walters,110,3,56.0,5.0
Jonathan Williams,31,3,45.0,0.0
Jonny Evans,35,2,45.0,2.0
Jon Flanagan,90,2,43.0,1.0
Jordan Henderson,14,3,64.0,2.0
Jordan Pickford,56,1,40.0,4.0
Jordan Rhodes,25,4,54.0,0.0
Jordi Amat,80,2,41.0,0.0
Jordon Ibe,91,3,51.0,1.0
Jordon Mutch,31,3,43.0,0.0
Jordy Clasie,20,3,47.0,1.0
Jose Angel Esmoris Tasende,43,2,44.0,0.0
Jose Luis Mato Sanmartín,110,4,53.0,0.0
Joseph Gomez,14,2,49.0,0.0
Jose Fonte,21,2,54.0,1.0
Joshua King,91,3,54.0,1.0
Joshua Onomah,6,3,43.0,0.0
Josh Clackstone,88,2,40.0,0.0
Josh Cullen,21,3,44.0,0.0
Josh Robson,56,2,40.0,0.0
Josh Tymon,88,2,40.0,0.0
José Holebas,57,2,48.0,-2.0
Juan Carlos Paredes,57,2,40.0,0.0
Juan Cuadrado,8,3,69.0,0.0
Juan Mata,1,3,74.0,1.0
Juan Zuñiga,57,2,44.0,1.0
Julian Speroni,31,1,44.0,0.0
Julien de Sart,25,3,43.0,0.0
Julien Ngoy,110,4,45.0,0.0
Junior Stanislas,91,3,55.0,2.0
Jérémy Pied,20,2,48.0,0.0
Kane Wilson,35,2,40.0,0.0
Kasper Schmeichel,13,1,50.0,0.0
Kelechi Iheanacho,43,4,68.0,1.0
Keshi Anderson,31,4,45.0,0.0
Kevin De Bruyne,43,3,107.0,8.0
Kevin Long,90,2,40.0,0.0
Kevin Mirallas,11,3,63.0,1.0
Kevin Stewart,14,2,43.0,0.0
Kevin Wimmer,6,2,46.0,-1.0
Kieran Gibbs,3,2,48.0,0.0
Kieran Trippier,6,2,48.0,1.0
Kristoffer Nordfeldt,80,1,40.0,0.0
Kurt Zouma,8,2,53.0,0.0
Kyle Naughton,80,2,45.0,0.0
Kyle Walker,6,2,61.0,2.0
Lamine Koné,56,2,44.0,2.0
Laurent Koscielny,3,2,65.0,1.0
Lazar Markovic,88,3,54.0,0.0
Lee Cattermole,56,3,43.0,0.0
Lee Grant,110,1,41.0,2.0
Leighton Baines,11,2,54.0,0.0
Leiva Lucas,14,3,44.0,2.0
Leonardo Ulloa,13,4,56.0,1.0
Leon Britton,80,3,44.0,2.0
Leroy Fer,80,3,51.0,1.0
Leroy Sané,43,3,76.0,0.0
Lewis Cook,91,3,43.0,0.0
Lewis Grabban,91,4,44.0,0.0
Lloyd Isgrove,20,3,45.0,0.0
Loris Karius,14,1,49.0,4.0
Loïc Remy,31,4,63.0,0.0
Lucas Pérez,3,4,79.0,0.0
Luis Hernández,13,2,43.0,0.0
Lukasz Fabianski,80,1,50.0,1.0
Lukas Jutkiewicz,90,4,44.0,0.0
Luke Dreher,31,3,45.0,0.0
Luke McGee,6,1,40.0,0.0
Luke Shaw,1,2,54.0,0.0
Lynden Gooch,56,3,44.0,0.0
Lys Mousset,91,4,52.0,1.0
Maarten Stekelenburg,11,1,51.0,1.0
Maksymilian Stryjek,56,1,40.0,0.0
Mamadou Obbi Oularé,57,4,45.0,0.0
Mamadou Sakho,31,2,47.0,0.0
Mame Biram Diouf,110,4,58.0,1.0
Manuel Agudo Durán,43,3,87.0,1.0
Manuel Lanzini,21,3,64.0,3.0
Marcin Wasilewski,13,2,40.0,0.0
Marcos Alonso,8,2,59.0,13.0
Marcos Rojo,1,2,52.0,2.0
Marco Van Ginkel,8,3,49.0,0.0
Marcus Rashford,1,4,69.0,0.0
Marc Albrighton,13,3,51.0,0.0
Marc Muniesa,110,2,43.0,0.0
Marc Pugh,91,3,47.0,0.0
Marc Wilson,35,2,40.0,0.0
Mario Balotelli,14,4,63.0,0.0
Mario Suárez,57,3,45.0,0.0
Marko Arnautovic,110,3,72.0,0.0
Marko Grujic,14,3,44.0,0.0
Markus Henriksen,88,3,52.0,2.0
Mark Noble,21,3,62.0,1.0
Marouane Fellaini,1,3,58.0,2.0
Marten de Roon,25,3,43.0,6.0
Martin Kelly,31,2,44.0,0.0
Marvin Emnes,80,4,44.0,0.0
Mason Holgate,11,2,42.0,0.0
Matej Vydra,57,4,45.0,0.0
Mateusz Hewelt,11,1,40.0,0.0
Mathieu Debuchy,3,2,47.0,0.0
Mathieu Flamini,31,3,44.0,0.0
Matteo Darmian,1,2,50.0,2.0
Matthew Lowton,90,2,45.0,1.0
Matthew Pennington,11,2,39.0,0.0
Matt Miazga,8,2,44.0,0.0
Matt Phillips,35,3,52.0,13.0
Matt Targett,20,2,43.0,0.0
Max Gradel,91,3,51.0,0.0
Maya Yoshida,20,2,43.0,3.0
Memphis Depay,1,3,72.0,0.0
Mesut Özil,3,3,96.0,5.0
Michael Carrick,1,3,43.0,2.0
Michael Dawson,88,2,44.0,10.0
Michael Keane,90,2,49.0,1.0
Michael Kightly,90,3,43.0,0.0
Michael Simões Domingues,56,1,45.0,0.0
Michail Antonio,21,3,69.0,4.0
Michel Vorm,6,1,49.0,0.0
Michy Batshuayi,8,4,86.0,1.0
Miguel Britos,57,2,44.0,-2.0
Mike van der Hoorn,80,2,43.0,7.0
Mile Jedinak,31,3,45.0,0.0
Modou Barrow,80,4,50.0,1.0
Mohamed Diamé,88,3,55.0,0.0
Mohamed Elneny,3,3,46.0,0.0
Morgan Schneiderlin,11,3,46.0,1.0
Moses Odubajo,88,2,44.0,0.0
Mousa Dembélé,6,3,54.0,8.0
Moussa Sissoko,6,3,67.0,0.0
Muhamed Bešić,11,3,44.0,0.0
N'Golo Kanté,8,3,48.0,3.0
Nabil Bentaleb,6,3,45.0,0.0
Nacer Chadli,35,3,66.0,0.0
Nacho Monreal,3,2,60.0,2.0
Nampalys Mendy,13,3,44.0,0.0
Nathaniel Chalobah,8,3,45.0,0.0
Nathaniel Clyne,14,2,56.0,2.0
Nathan Aké,8,2,42.0,0.0
Nathan Dyer,80,3,47.0,0.0
Nathan Redmond,20,3,60.0,2.0
Neil Taylor,80,2,42.0,0.0
Nemanja Matic,8,3,50.0,6.0
Nick Pope,90,1,40.0,0.0
Nicolás Otamendi,43,2,59.0,0.0
Nordin Amrabat,57,3,50.0,5.0
Odion Ighalo,57,4,71.0,2.0
Olayinka Fredrick Oladotun Ladapo,31,4,45.0,0.0
Ola Aina,8,2,47.0,0.0
Oleksandr Zinchenko,43,3,53.0,0.0
Oliver McBurnie,80,4,45.0,0.0
Olivier Giroud,3,4,88.0,1.0
Olufela Olomola,20,3,45.0,0.0
Oluwaseyi Ojo,14,3,48.0,0.0
Oriol Romeu Vidal,20,3,45.0,1.0
Oscar dos Santos Emboaba Junior,8,3,72.0,1.0
Oumar Niasse,88,4,57.0,0.0
Oviemuno Ejaria,14,3,45.0,1.0
Pablo Maffeo,43,2,45.0,0.0
Pablo Zabaleta,43,2,47.0,2.0
Pape Souaré,31,2,43.0,0.0
Papy Djilobodji,56,2,44.0,2.0
Patrick Bamford,25,4,50.0,0.0
Patrick McNair,56,2,44.0,2.0
Patrick van Aanholt,31,2,50.0,2.0
Paulo Gazzaniga,20,1,45.0,0.0
Paul Pogba,1,3,82.0,8.0
Paul Robinson,90,1,40.0,0.0
Pau López Sabata,6,1,50.0,0.0
Pedro Chirivella,14,3,43.0,0.0
Pedro Obiang,21,3,44.0,5.0
Pedro Rodríguez Ledesma,8,3,71.0,16.0
Per Mertesacker,3,2,49.0,0.0
Peter Crouch,110,4,48.0,1.0
Petr Cech,3,1,55.0,2.0
Philippe Coutinho,14,3,86.0,11.0
Philipp Wollscheid,110,2,45.0,0.0
Phil Bardsley,110,2,44.0,2.0
Phil Jagielka,11,2,51.0,-1.0
Phil Jones,1,2,47.0,2.0
Pierre-Emile Højbjerg,20,3,43.0,0.0
Ragnar Klavan,14,2,47.0,0.0
Raheem Sterling,43,3,83.0,0.0
Ramadan Sobhi,110,3,49.0,2.0
Ramiro Funes Mori,11,2,47.0,0.0
Raphael Spiegel,21,1,40.0,0.0
Reece Burke,21,2,40.0,0.0
Reece Oxford,21,2,43.0,0.0
Rickie Lambert,35,4,54.0,0.0
Ritchie de Laet,13,2,44.0,0.0
Riyad Mahrez,13,3,91.0,5.0
Robert Kenedy Nunes do Nascimento,8,3,52.0,0.0
Roberto Firmino,14,3,86.0,15.0
Roberto Pereyra,57,3,60.0,2.0
Robert Huth,13,2,50.0,1.0
Robert Snodgrass,21,3,55.0,14.0
Rob Holding,3,2,42.0,0.0
Romelu Lukaku,11,4,98.0,2.0
Ron-Robert Zieler,13,1,44.0,2.0
Ross Barkley,11,3,72.0,2.0
Rouwen Hennings,90,4,45.0,0.0
Ruben Loftus-Cheek,8,3,51.0,0.0
Ryan Bertrand,20,2,54.0,0.0
Ryan Fraser,91,3,49.0,1.0
Ryan Mason,88,3,49.0,2.0
Ryan Shawcross,110,2,49.0,2.0
Sadio Mané,14,3,90.0,13.0
Saido Berahino,110,4,61.0,0.0
Salomón Rondón,35,4,66.0,2.0
Samir Nasri,43,3,64.0,0.0
Sam Byram,21,2,44.0,0.0
Sam Clucas,88,3,48.0,5.0
Sam Field,35,3,44.0,0.0
Sam McQueen,20,3,45.0,0.0
Sam Vokes,90,4,61.0,11.0
Santiago Cazorla,3,3,72.0,0.0
Scott Arfield,90,3,52.0,2.0
Scott Dann,31,2,54.0,1.0
Seamus Coleman,11,2,55.0,0.0
Sebastian Larsson,56,3,48.0,0.0
Sebastian Prödl,57,2,45.0,0.0
Serge Gnabry,3,3,50.0,0.0
Sergio Agüero,43,4,131.0,6.0
Sergio Romero,1,1,48.0,0.0
Shane Long,20,4,61.0,0.0
Shaun MacDonald,91,3,45.0,0.0
Shaun Maloney,88,3,45.0,0.0
Shay Given,110,1,45.0,0.0
Shinji Okazaki,13,4,57.0,1.0
Shkodran Mustafi,3,2,60.0,2.0
Simone Zaza,21,4,65.0,0.0
Simon Francis,91,2,45.0,1.0
Simon Mignolet,14,1,49.0,0.0
Sofiane Boufal,20,3,68.0,1.0
Sofiane Feghouli,21,3,51.0,1.0
Stefano Okaka,57,4,53.0,0.0
Stephen Ireland,110,3,44.0,0.0
Stephen Kingsley,80,2,41.0,1.0
Stephen Ward,90,2,45.0,0.0
Steven Berghuis,57,3,50.0,0.0
Steven Davis,20,3,52.0,2.0
Steven Defour,90,3,60.0,2.0
Steven Pienaar,56,3,49.0,-2.0
Steve Cook,91,2,49.0,1.0
Steve Mandanda,31,1,44.0,2.0
Stewart Downing,25,3,52.0,2.0
Stuart Taylor,20,1,40.0,0.0
Sullay Kaikai,31,3,45.0,0.0
Sung-yueng Ki,80,3,51.0,2.0
Sébastien Pocognoli,35,2,40.0,0.0
Takuma Asano,3,4,49.0,0.0
Tendayi Darikwa,90,2,43.0,0.0
Theo Walcott,3,3,78.0,2.0
Thibaud Verlinden,110,3,45.0,0.0
Thibaut Courtois,8,1,55.0,6.0
Thomas Robson,56,2,40.0,0.0
Timothy Fosu-Mensah,1,2,42.0,1.0
Toby Alderweireld,6,2,64.0,0.0
Tokelo Rantie,91,4,45.0,0.0
Tommie Hoban,57,2,40.0,0.0
Tom Carroll,80,3,43.0,0.0
Tom Cleverley,57,3,52.0,2.0
Tom Davies,11,3,44.0,1.0
Tom Heaton,90,1,47.0,2.0
Tom Huddlestone,88,3,48.0,1.0
Trent Alexander-Arnold,14,3,44.0,0.0
Troy Deeney,57,4,71.0,2.0
Tyias Browning,11,2,39.0,0.0
Tyrone Mings,91,2,45.0,0.0
Valon Behrami,57,3,45.0,2.0
Victor Anichebe,56,4,45.0,10.0
Victor Moses,8,3,55.0,3.0
Victor Wanyama,6,3,48.0,2.0
Viktor Fischer,25,3,49.0,1.0
Vincent Janssen,6,4,77.0,1.0
Vincent Kompany,43,2,59.0,0.0
Virgil van Dijk,20,2,54.0,1.0
Vito Mannone,56,1,44.0,0.0
Víctor Valdés,25,1,45.0,4.0
Wahbi Khazri,56,3,61.0,0.0
Wayne Hennessey,31,1,43.0,0.0
Wayne Rooney,1,4,86.0,10.0
Wayne Routledge,80,3,47.0,1.0
Wes Morgan,13,2,50.0,1.0
Wilfried Bony,110,4,73.0,2.0
Wilfried Zaha,31,3,53.0,5.0
Willian Borges Da Silva,8,3,72.0,0.0
Willy Caballero,43,1,48.0,0.0
Will Keane,88,4,45.0,1.0
Winston Reid,21,2,50.0,0.0
Xherdan Shaqiri,110,3,64.0,0.0
Yannick Bolasie,11,3,61.0,0.0
Yaya Sanogo,3,4,47.0,0.0
Yohan Benalouane,13,2,40.0,0.0
Yohan Cabaye,31,3,56.0,2.0
Younes Kaboul,57,2,44.0,-1.0
Zlatan Ibrahimovic,1,4,111.0,12.0
Álvaro Arbeloa,21,2,47.0,0.0
Álvaro Negredo,25,4,63.0,2.0
